timestamp,asset_id,asset_type,train_id,cycle,vibration_rms,vibration_kurtosis,temperature_c,axle_load_kn,true_rul,pad_wear_mm,disc_temperature_c,brake_pressure_bar,brake_cycles,winding_temperature_c,current_draw_a,rpm
1783414221.4398434,train_00_bogie_bearing_0,bogie_bearing,train_00,1305,0.40410317888334835,3.129943792665883,45.39205944207989,124.50896482787213,1506,,,,,,,
1783414221.4398434,train_00_brake_unit_0,brake_unit,train_00,712,,,,,1992,17.89573287799211,182.02845452609697,5.925752066676139,712.0,,,
1783414221.4398434,train_00_traction_motor_0,traction_motor,train_00,2437,0.33829323583073007,,,,2294,,,,,70.59314154650117,178.72067469590883,1490.9255257030732
1783414221.4398434,train_01_bogie_bearing_0,bogie_bearing,train_01,1171,0.36687167306686574,3.0011269728227883,45.75943623475092,121.46177625745631,1628,,,,,,,
1783414221.4398434,train_01_brake_unit_0,brake_unit,train_01,93,,,,,1569,18.064851942158022,190.7099539421536,5.967509677859915,93.0,,,
1783414221.4398434,train_01_traction_motor_0,traction_motor,train_01,2988,0.3820151273099874,,,,2116,,,,,69.88813357128578,184.65410849377136,1480.989207762174
1783414221.4398434,train_02_bogie_bearing_0,bogie_bearing,train_02,2317,0.3679702161615274,3.1142876223186877,46.0509313183048,122.17261707322078,2757,,,,,,,
1783414221.4398434,train_02_brake_unit_0,brake_unit,train_02,1344,,,,,1505,18.20053039967182,181.82622555479225,6.034065707859502,1344.0,,,
1783414221.4398434,train_02_traction_motor_0,traction_motor,train_02,388,0.3136869704184554,,,,4663,,,,,70.33712262793276,180.20471355677608,1482.315919711984
1783414221.442083,train_00_bogie_bearing_0,bogie_bearing,train_00,1306,0.3574716994563478,3.0203397581549285,44.856545344398825,117.44448860702663,1505,,,,,,,
1783414221.442083,train_00_brake_unit_0,brake_unit,train_00,713,,,,,1991,18.248975220170358,175.85634959767276,6.079935670715838,713.0,,,
1783414221.442083,train_00_traction_motor_0,traction_motor,train_00,2438,0.34531061851981615,,,,2293,,,,,70.16673813803047,182.5233134889454,1486.836782380644
1783414221.442083,train_01_bogie_bearing_0,bogie_bearing,train_01,1172,0.3685376838358264,2.990210799706108,46.08576324983568,119.23478270047354,1627,,,,,,,
1783414221.442083,train_01_brake_unit_0,brake_unit,train_01,94,,,,,1568,17.830243171985234,175.4045104756351,6.039796484932876,94.0,,,
1783414221.442083,train_01_traction_motor_0,traction_motor,train_01,2989,0.3612479320704135,,,,2115,,,,,72.14607097423804,181.7445824368146,1486.9081681971154
1783414221.442083,train_02_bogie_bearing_0,bogie_bearing,train_02,2318,0.3936478392215957,2.983110740851117,44.945091996921064,118.47304842400668,2756,,,,,,,
1783414221.4425137,train_02_brake_unit_0,brake_unit,train_02,1345,,,,,1504,18.239194490144655,178.8991029341875,6.017614391300897,1345.0,,,
1783414221.4425137,train_02_traction_motor_0,traction_motor,train_02,389,0.31341724463522197,,,,4662,,,,,70.67153948493211,179.70653522748566,1476.6166010251677
