asset_id,asset_type,cycle,rul,is_failure_imminent,axle_load_kn,brake_cycles,brake_pressure_bar,current_draw_a,disc_temperature_c,pad_wear_mm,rpm,temperature_c,vibration_kurtosis,vibration_rms,winding_temperature_c
bogie_bearing_000,bogie_bearing,0,2811,0,115.56296377638196,,,,,,,46.22881500271661,2.946620406034079,0.32920031787519005,
bogie_bearing_000,bogie_bearing,1,2810,0,123.90793092271453,,,,,,,45.40231539147915,3.0007207060572423,0.3650090239298526,
bogie_bearing_000,bogie_bearing,2,2809,0,119.64490528248979,,,,,,,40.610885416115416,2.9464744434937824,0.36881129443761257,
bogie_bearing_000,bogie_bearing,3,2808,0,116.05203457728985,,,,,,,45.67402320562455,2.853754262043921,0.3109792965974588,
bogie_bearing_000,bogie_bearing,4,2807,0,125.34553894972768,,,,,,,46.91816440247079,3.077986962507001,0.32395641074106,
bogie_bearing_000,bogie_bearing,5,2806,0,125.8531159869518,,,,,,,43.00409242919666,3.07528721916552,0.35255680977878795,
bogie_bearing_000,bogie_bearing,6,2805,0,121.05498792936264,,,,,,,46.51938770211233,3.0843174352369584,0.3436751511174126,
bogie_bearing_000,bogie_bearing,7,2804,0,122.83517440762094,,,,,,,42.22804441140241,2.845926557098126,0.34966398155708783,
bogie_bearing_000,bogie_bearing,8,2803,0,123.06979683497772,,,,,,,45.93799900778959,3.0298918252962035,0.33293912847498014,
bogie_bearing_000,bogie_bearing,9,2802,0,125.58308861124901,,,,,,,44.99135146331329,3.0675978998727778,0.3675879695017163,
bogie_bearing_000,bogie_bearing,10,2801,0,122.9122741017269,,,,,,,42.65002890728698,2.8968798127610973,0.365555852432118,
bogie_bearing_000,bogie_bearing,11,2800,0,114.68924689024573,,,,,,,45.44613799032935,3.000917350912543,0.3513206322172553,
bogie_bearing_000,bogie_bearing,12,2799,0,128.0392309958845,,,,,,,46.15083996088667,2.988373369346502,0.3725448478536375,
bogie_bearing_000,bogie_bearing,13,2798,0,124.26262755792017,,,,,,,45.36388727302352,3.1842151089291377,0.35935021699565906,
bogie_bearing_000,bogie_bearing,14,2797,0,117.96190317890894,,,,,,,45.584827973286366,3.1924496574975376,0.3328141883997316,
bogie_bearing_000,bogie_bearing,15,2796,0,115.88149971057037,,,,,,,44.58832430120516,2.8335644268340556,0.35737506199860297,
bogie_bearing_000,bogie_bearing,16,2795,0,122.01925372161634,,,,,,,43.13861074666853,3.2493927808751266,0.3308224041950497,
bogie_bearing_000,bogie_bearing,17,2794,0,118.88695984652968,,,,,,,45.691864624335,2.9084775242043364,0.3675690734499136,
bogie_bearing_000,bogie_bearing,18,2793,0,121.31998141599584,,,,,,,46.74975463405085,3.0980674437694717,0.34900156181598513,
bogie_bearing_000,bogie_bearing,19,2792,0,122.97362736511306,,,,,,,46.129581694672076,3.0970499325575127,0.34630284685889257,
bogie_bearing_000,bogie_bearing,20,2791,0,117.73423244801282,,,,,,,43.01212515065199,2.900431134156352,0.3363815189002941,
bogie_bearing_000,bogie_bearing,21,2790,0,115.53556802926265,,,,,,,43.48510672755494,3.0493269609464497,0.3744509538672584,
bogie_bearing_000,bogie_bearing,22,2789,0,121.54327387148791,,,,,,,44.15403356292011,2.989246834328186,0.3469095564869788,
bogie_bearing_000,bogie_bearing,23,2788,0,117.8664485788921,,,,,,,43.40702603956313,3.0554332389981624,0.34143361053118426,
bogie_bearing_000,bogie_bearing,24,2787,0,120.5843831429296,,,,,,,45.04419161343457,3.023067501258627,0.3429575187046308,
bogie_bearing_000,bogie_bearing,25,2786,0,114.62669425215094,,,,,,,45.393417719738956,3.1196342548663742,0.36064639814161153,
bogie_bearing_000,bogie_bearing,26,2785,0,118.99126910210146,,,,,,,43.569748870375825,3.0075402988935167,0.35730912249251867,
bogie_bearing_000,bogie_bearing,27,2784,0,122.85980756416,,,,,,,45.777130871068536,2.9832129789442496,0.3582549223527362,
bogie_bearing_000,bogie_bearing,28,2783,0,122.4237300305872,,,,,,,45.6011066338381,3.1096068536766124,0.3586167213197838,
bogie_bearing_000,bogie_bearing,29,2782,0,116.84656811650693,,,,,,,44.45184386358496,3.0580400746344463,0.3928332867214194,
bogie_bearing_000,bogie_bearing,30,2781,0,115.32694252272779,,,,,,,44.82748132237595,3.0731818687696784,0.3418720702086204,
bogie_bearing_000,bogie_bearing,31,2780,0,120.06305475900717,,,,,,,43.0502024746941,2.933541916829681,0.33975555425744763,
bogie_bearing_000,bogie_bearing,32,2779,0,122.24413118807763,,,,,,,44.66774185883839,2.895474364280227,0.3337249951290946,
bogie_bearing_000,bogie_bearing,33,2778,0,121.6207005607702,,,,,,,45.00738937756049,2.9432284902235573,0.3623200816356891,
bogie_bearing_000,bogie_bearing,34,2777,0,117.95136062255476,,,,,,,45.168752411224666,2.937918631991377,0.372579985246023,
bogie_bearing_000,bogie_bearing,35,2776,0,121.19129776994642,,,,,,,45.37888216557978,3.078620767434829,0.3477216392455787,
bogie_bearing_000,bogie_bearing,36,2775,0,126.00942188510398,,,,,,,45.24424746008539,3.097599319726175,0.33319751074848836,
bogie_bearing_000,bogie_bearing,37,2774,0,120.8205787492361,,,,,,,44.73566250935165,2.984487964105532,0.3335110708273155,
bogie_bearing_000,bogie_bearing,38,2773,0,113.46740825672552,,,,,,,45.28620166613671,3.1430929776556176,0.3630126087977219,
bogie_bearing_000,bogie_bearing,39,2772,0,120.81280135240257,,,,,,,46.00203926179551,3.1368481023341555,0.3648658974944186,
bogie_bearing_000,bogie_bearing,40,2771,0,128.17582788485043,,,,,,,44.90450976875156,3.024341146369846,0.36086396367695844,
bogie_bearing_000,bogie_bearing,41,2770,0,114.85043674753761,,,,,,,45.31760333587714,2.9178121740529694,0.3366907516993175,
bogie_bearing_000,bogie_bearing,42,2769,0,120.11889864731609,,,,,,,44.81383801550919,3.157539117451283,0.35464424321674465,
bogie_bearing_000,bogie_bearing,43,2768,0,119.09465826787147,,,,,,,44.35325082570044,2.993899823645961,0.3523348073069761,
bogie_bearing_000,bogie_bearing,44,2767,0,120.38353183710025,,,,,,,45.52289010471846,3.0126181896912354,0.3543749409682767,
bogie_bearing_000,bogie_bearing,45,2766,0,120.77700861261509,,,,,,,44.44478522160093,2.966041283962724,0.36742982612533076,
bogie_bearing_000,bogie_bearing,46,2765,0,124.5598879442517,,,,,,,45.386158827818306,2.9110228756624594,0.35447324678001924,
bogie_bearing_000,bogie_bearing,47,2764,0,120.33913314560324,,,,,,,45.02826809321117,2.8531380924406506,0.3635796960919638,
bogie_bearing_000,bogie_bearing,48,2763,0,125.10903822884819,,,,,,,44.6960788746113,3.0632890005367606,0.35135309911649987,
bogie_bearing_000,bogie_bearing,49,2762,0,119.52937736485407,,,,,,,44.671871583705745,2.9216622011467224,0.35578400254926895,
bogie_bearing_000,bogie_bearing,50,2761,0,118.59945290410147,,,,,,,44.49189432418363,3.305955573555573,0.36262747997589434,
bogie_bearing_000,bogie_bearing,51,2760,0,117.32326806784558,,,,,,,43.3542150820185,2.8913952423959546,0.32085870406292843,
bogie_bearing_000,bogie_bearing,52,2759,0,112.73165188351939,,,,,,,45.38291232427403,2.874264509159837,0.3436085053334359,
bogie_bearing_000,bogie_bearing,53,2758,0,121.10312564770337,,,,,,,45.23156506762746,3.0510167903372056,0.340594590057247,
bogie_bearing_000,bogie_bearing,54,2757,0,128.21600115388736,,,,,,,45.849689547001745,3.1529344350252506,0.33722460402509796,
bogie_bearing_000,bogie_bearing,55,2756,0,121.83294190914344,,,,,,,44.468563484153286,3.0064622275279342,0.3444994382589949,
bogie_bearing_000,bogie_bearing,56,2755,0,122.74698941664671,,,,,,,46.89540514428164,3.0572276850275224,0.3799012363308444,
bogie_bearing_000,bogie_bearing,57,2754,0,118.34787469994218,,,,,,,44.62028674447369,2.8156488890258604,0.33268591922634705,
bogie_bearing_000,bogie_bearing,58,2753,0,119.02266643490532,,,,,,,44.12491426555584,2.9322526706709087,0.36936824475988916,
bogie_bearing_000,bogie_bearing,59,2752,0,123.93856595333305,,,,,,,44.006340245979345,2.892642453617765,0.31634542313974906,
bogie_bearing_000,bogie_bearing,60,2751,0,128.03477456115928,,,,,,,43.26610406404352,2.8104996497689205,0.3433052637348805,
bogie_bearing_000,bogie_bearing,61,2750,0,125.95179174318727,,,,,,,46.5326557052326,3.011702473456704,0.35325817634012063,
bogie_bearing_000,bogie_bearing,62,2749,0,123.22097851891209,,,,,,,46.37109659402499,2.775721910359969,0.36172771739189435,
bogie_bearing_000,bogie_bearing,63,2748,0,120.14060231756204,,,,,,,45.60077580214397,2.86778530567273,0.36422796319288914,
bogie_bearing_000,bogie_bearing,64,2747,0,120.8388756570693,,,,,,,44.10394331380782,2.9462857600520342,0.3658705423213618,
bogie_bearing_000,bogie_bearing,65,2746,0,116.98597072228698,,,,,,,46.811301332524096,2.916876800559288,0.3430292674631081,
bogie_bearing_000,bogie_bearing,66,2745,0,114.20732991478937,,,,,,,44.64831606661717,3.039646486722919,0.34075690969825745,
bogie_bearing_000,bogie_bearing,67,2744,0,115.49280656896023,,,,,,,44.731011022614034,3.0305639158047577,0.3671636452552998,
bogie_bearing_000,bogie_bearing,68,2743,0,120.19920013808775,,,,,,,46.43729760924215,3.0893860392025174,0.34617822872864784,
bogie_bearing_000,bogie_bearing,69,2742,0,118.83203095429329,,,,,,,45.65895083825141,3.0752448138745536,0.3244907819555416,
bogie_bearing_000,bogie_bearing,70,2741,0,114.12223318112126,,,,,,,47.20114516822423,3.11408800365128,0.3273389630205296,
bogie_bearing_000,bogie_bearing,71,2740,0,119.85070648380106,,,,,,,45.248766116957974,2.999815177061327,0.33161586622353034,
bogie_bearing_000,bogie_bearing,72,2739,0,118.72627870213623,,,,,,,44.60301493643536,3.0303540078439197,0.35994833731465203,
bogie_bearing_000,bogie_bearing,73,2738,0,115.30860457886368,,,,,,,44.38824278487083,3.0511589971248196,0.35285385357444154,
bogie_bearing_000,bogie_bearing,74,2737,0,118.51928395751972,,,,,,,43.153053477133604,3.0141736144309794,0.36381526836566924,
bogie_bearing_000,bogie_bearing,75,2736,0,118.71618799713463,,,,,,,44.72145592192433,2.9602888401651786,0.3414607368830895,
bogie_bearing_000,bogie_bearing,76,2735,0,117.53345144030213,,,,,,,46.14464712911259,2.966764353011657,0.3531768183334783,
bogie_bearing_000,bogie_bearing,77,2734,0,123.70668065910375,,,,,,,45.59889011438002,2.9182531108428353,0.3625180733524292,
bogie_bearing_000,bogie_bearing,78,2733,0,112.38839375162675,,,,,,,45.02036615634286,3.0421709869561755,0.34381958198123,
bogie_bearing_000,bogie_bearing,79,2732,0,112.05680403715611,,,,,,,44.005125971380124,2.9906081490229166,0.3591422712531507,
bogie_bearing_000,bogie_bearing,80,2731,0,120.01314313779636,,,,,,,45.22693575671443,2.9336926631285944,0.3367685079132565,
bogie_bearing_000,bogie_bearing,81,2730,0,120.38450875756922,,,,,,,46.01287882622932,2.933785937432973,0.34274621662450094,
bogie_bearing_000,bogie_bearing,82,2729,0,121.61686054407589,,,,,,,45.430786819399,2.878970937290364,0.3423728091680832,
bogie_bearing_000,bogie_bearing,83,2728,0,117.84410596688362,,,,,,,45.16680523475607,3.097895344543353,0.3260910543819624,
bogie_bearing_000,bogie_bearing,84,2727,0,116.32830477963067,,,,,,,44.20311497506966,3.007873387489317,0.35974758399100826,
bogie_bearing_000,bogie_bearing,85,2726,0,119.97073546922022,,,,,,,45.86725706746136,2.9137320385785683,0.3406203815710723,
bogie_bearing_000,bogie_bearing,86,2725,0,118.23368745860802,,,,,,,41.868173122109866,3.080867245496849,0.35025861175020684,
bogie_bearing_000,bogie_bearing,87,2724,0,126.20428561862278,,,,,,,45.38292640046602,2.9439680296767023,0.35962397063741597,
